LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
NE: LINCOLN,01/01/2020 01:15:00,,2403.00,1379.00,387.00,213.00,126.00,169.00,82.00,30.00,APPROVED
NE: LINCOLN,01/01/2020 02:15:00,,2435.00,1426.00,388.00,224.00,131.00,163.00,99.00,32.00,APPROVED
NE: LINCOLN,01/01/2020 03:15:00,,2440.00,1442.00,389.00,224.00,132.00,163.00,95.00,31.00,APPROVED
NE: LINCOLN,01/01/2020 04:15:00,,2475.00,1454.00,397.00,226.00,131.00,167.00,95.00,32.00,APPROVED
NE: LINCOLN,01/01/2020 05:16:00,,2487.00,1480.00,396.00,230.00,133.00,169.00,97.00,31.00,APPROVED
NE: LINCOLN,01/01/2020 06:16:00,,2502.00,1474.00,410.00,218.00,133.00,185.00,78.00,33.00,APPROVED
NE: LINCOLN,01/01/2020 07:16:00,,2542.00,1522.00,418.00,242.00,138.00,176.00,101.00,33.00,APPROVED
NE: LINCOLN,01/01/2020 08:16:00,,2518.00,1537.00,415.00,245.00,139.00,178.00,99.00,32.00,APPROVED
NE: LINCOLN,01/01/2020 09:16:00,,2532.00,1524.00,412.00,243.00,137.00,176.00,103.00,34.00,APPROVED
NE: LINCOLN,01/01/2020 10:17:00,,2563.00,1547.00,421.00,245.00,139.00,181.00,100.00,33.00,APPROVED
NE: LINCOLN,01/01/2020 11:17:00,,2590.00,1576.00,421.00,253.00,143.00,182.00,107.00,33.00,APPROVED
NE: LINCOLN,01/01/2020 12:17:00,,2606.00,1606.00,431.00,255.00,144.00,183.00,103.00,34.00,APPROVED
NE: LINCOLN,01/01/2020 13:17:00,,2660.00,1653.00,437.00,270.00,147.00,189.00,107.00,35.00,APPROVED
NE: LINCOLN,01/01/2020 14:17:00,,2678.00,1666.00,451.00,271.00,148.00,193.00,109.00,35.00,APPROVED
NE: LINCOLN,01/01/2020 15:18:00,,2708.00,1702.00,456.00,284.00,152.00,193.00,112.00,36.00,APPROVED
NE: LINCOLN,01/01/2020 16:18:00,,2739.00,1741.00,457.00,290.00,152.00,202.00,117.00,35.00,APPROVED
NE: LINCOLN,01/01/2020 17:18:00,,2763.00,1759.00,469.00,292.00,159.00,200.00,114.00,37.00,APPROVED
NE: LINCOLN,01/01/2020 18:18:00,,2774.00,1765.00,475.00,297.00,158.00,199.00,117.00,38.00,APPROVED
