LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
NE: LINCOLN,01/01/2018 00:45:00,,2233.00,1290.00,359.00,190.00,120.00,152.00,76.00,28.00,APPROVED
NE: LINCOLN,01/01/2018 01:45:00,,2242.00,1303.00,363.00,193.00,120.00,155.00,74.00,30.00,APPROVED
NE: LINCOLN,01/01/2018 02:45:00,,2283.00,1334.00,365.00,196.00,121.00,157.00,75.00,30.00,APPROVED
NE: LINCOLN,01/01/2018 03:46:00,,2324.00,1353.00,378.00,196.00,121.00,159.00,79.00,30.00,APPROVED
NE: LINCOLN,01/01/2018 04:46:00,,2287.00,1341.00,377.00,203.00,121.00,161.00,76.00,30.00,APPROVED
NE: LINCOLN,01/01/2018 05:46:00,,2266.00,1330.00,368.00,198.00,124.00,160.00,77.00,30.00,APPROVED
NE: LINCOLN,01/01/2018 06:46:00,,2279.00,1325.00,365.00,197.00,123.00,159.00,78.00,30.00,APPROVED
NE: LINCOLN,01/01/2018 07:46:00,,2303.00,1356.00,380.00,201.00,123.00,161.00,78.00,29.00,APPROVED
NE: LINCOLN,01/01/2018 08:47:00,,2340.00,1394.00,386.00,203.00,125.00,168.00,79.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 09:47:00,,2355.00,1414.00,394.00,211.00,129.00,172.00,78.00,32.00,APPROVED
NE: LINCOLN,01/01/2018 10:47:00,,2356.00,1402.00,394.00,214.00,130.00,174.00,79.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 11:47:00,,2374.00,1418.00,399.00,212.00,129.00,177.00,79.00,32.00,APPROVED
NE: LINCOLN,01/01/2018 12:47:00,,2355.00,1390.00,399.00,209.00,130.00,176.00,72.00,30.00,APPROVED
NE: LINCOLN,01/01/2018 13:48:00,,2384.00,1443.00,408.00,213.00,132.00,183.00,69.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 14:48:00,,2418.00,1461.00,416.00,215.00,134.00,186.00,73.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 15:48:00,,2461.00,1504.00,429.00,222.00,137.00,189.00,74.00,32.00,APPROVED
NE: LINCOLN,01/01/2018 16:48:00,,2435.00,1505.00,423.00,226.00,135.00,185.00,79.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 17:48:00,,2416.00,1475.00,411.00,224.00,132.00,178.00,81.00,33.00,APPROVED
NE: LINCOLN,01/01/2018 18:49:00,,2373.00,1429.00,398.00,221.00,131.00,172.00,85.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 19:49:00,,2347.00,1401.00,394.00,213.00,129.00,167.00,82.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 20:49:00,,2338.00,1381.00,380.00,206.00,124.00,161.00,83.00,30.00,APPROVED
NE: LINCOLN,01/01/2018 21:49:00,,2339.00,1369.00,373.00,206.00,123.00,159.00,83.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 22:49:00,,2314.00,1352.00,376.00,205.00,124.00,157.00,85.00,31.00,APPROVED
NE: LINCOLN,01/01/2018 23:50:00,,2373.00,1394.00,378.00,207.00,123.00,161.00,83.00,30.00,APPROVED
NE: LINCOLN,01/02/2018 00:50:00,,2390.00,1417.00,389.00,212.00,128.00,162.00,84.00,31.00,APPROVED
NE: LINCOLN,01/02/2018 01:50:00,,2385.00,1419.00,390.00,212.00,127.00,165.00,83.00,31.00,APPROVED
NE: LINCOLN,01/02/2018 02:50:00,,2377.00,1417.00,388.00,213.00,130.00,167.00,85.00,31.00,APPROVED
NE: LINCOLN,01/02/2018 03:50:00,,2383.00,1423.00,397.00,212.00,129.00,170.00,81.00,31.00,APPROVED
NE: LINCOLN,01/02/2018 04:51:00,,2364.00,1430.00,400.00,213.00,130.00,175.00,77.00,31.00,APPROVED
NE: LINCOLN,01/02/2018 05:51:00,,2383.00,1455.00,409.00,222.00,132.00,180.00,81.00,32.00,APPROVED
NE: LINCOLN,01/02/2018 06:51:00,,2383.00,1458.00,417.00,222.00,133.00,178.00,80.00,33.00,APPROVED
NE: LINCOLN,01/02/2018 07:51:00,,2444.00,1537.00,437.00,237.00,140.00,192.00,84.00,33.00,APPROVED
NE: LINCOLN,01/02/2018 08:51:00,,2481.00,1593.00,450.00,246.00,143.00,200.00,88.00,34.00,APPROVED
NE: LINCOLN,01/02/2018 09:52:00,,2436.00,1567.00,449.00,246.00,142.00,198.00,85.00,35.00,APPROVED
NE: LINCOLN,01/02/2018 10:52:00,,2494.00,1589.00,455.00,243.00,142.00,204.00,84.00,34.00,APPROVED
NE: LINCOLN,01/02/2018 11:52:00,,2530.00,1630.00,463.00,254.00,143.00,211.00,87.00,35.00,APPROVED
NE: LINCOLN,01/02/2018 12:52:00,,2527.00,1612.00,467.00,252.00,145.00,208.00,85.00,34.00,APPROVED
NE: LINCOLN,01/02/2018 13:52:00,,2512.00,1604.00,468.00,241.00,144.00,204.00,81.00,34.00,APPROVED
NE: LINCOLN,01/02/2018 14:53:00,,2495.00,1586.00,459.00,238.00,140.00,201.00,83.00,34.00,APPROVED
NE: LINCOLN,01/02/2018 15:53:00,,2513.00,1591.00,448.00,242.00,143.00,198.00,84.00,35.00,APPROVED
NE: LINCOLN,01/02/2018 16:53:00,,2522.00,1573.00,448.00,242.00,140.00,195.00,87.00,33.00,APPROVED
NE: LINCOLN,01/02/2018 17:53:00,,2515.00,1575.00,441.00,243.00,139.00,190.00,89.00,33.00,APPROVED
NE: LINCOLN,01/02/2018 18:53:00,,2508.00,1567.00,438.00,242.00,139.00,190.00,89.00,33.00,APPROVED
NE: LINCOLN,01/02/2018 19:54:00,,2424.00,1498.00,417.00,228.00,134.00,183.00,86.00,34.00,APPROVED
NE: LINCOLN,01/02/2018 20:54:00,,2443.00,1495.00,409.00,225.00,133.00,175.00,88.00,33.00,APPROVED
NE: LINCOLN,01/02/2018 21:54:00,,2472.00,1508.00,421.00,230.00,136.00,178.00,89.00,33.00,APPROVED
NE: LINCOLN,01/02/2018 22:54:00,,2443.00,1499.00,411.00,228.00,134.00,175.00,90.00,33.00,APPROVED
NE: LINCOLN,01/02/2018 23:54:00,,2458.00,1494.00,415.00,231.00,133.00,175.00,91.00,33.00,APPROVED
NE: LINCOLN,01/03/2018 00:55:00,,2449.00,1503.00,414.00,229.00,133.00,172.00,90.00,34.00,APPROVED
NE: LINCOLN,01/03/2018 01:55:00,,2460.00,1502.00,416.00,228.00,133.00,175.00,92.00,33.00,APPROVED
NE: LINCOLN,01/03/2018 02:55:00,,2507.00,1531.00,421.00,240.00,137.00,179.00,93.00,34.00,APPROVED
NE: LINCOLN,01/03/2018 03:55:00,,2617.00,1623.00,444.00,254.00,141.00,190.00,102.00,35.00,APPROVED
NE: LINCOLN,01/03/2018 04:55:00,,2694.00,1699.00,464.00,273.00,150.00,197.00,105.00,37.00,APPROVED
NE: LINCOLN,01/03/2018 05:56:00,,2748.00,1770.00,483.00,291.00,155.00,206.00,113.00,38.00,APPROVED
NE: LINCOLN,01/03/2018 06:56:00,,2702.00,1740.00,471.00,287.00,152.00,199.00,111.00,38.00,APPROVED
NE: LINCOLN,01/03/2018 07:56:00,,2649.00,1685.00,451.00,278.00,150.00,192.00,113.00,37.00,APPROVED
NE: LINCOLN,01/03/2018 08:56:00,,2577.00,1609.00,435.00,265.00,143.00,184.00,108.00,36.00,APPROVED
NE: LINCOLN,01/03/2018 09:56:00,,2506.00,1549.00,421.00,254.00,139.00,175.00,103.00,36.00,APPROVED
NE: LINCOLN,01/03/2018 10:57:00,,2431.00,1472.00,403.00,236.00,134.00,169.00,96.00,34.00,APPROVED
NE: LINCOLN,01/03/2018 11:57:00,,2427.00,1453.00,397.00,226.00,131.00,164.00,95.00,34.00,APPROVED
NE: LINCOLN,01/03/2018 12:57:00,,2403.00,1448.00,395.00,221.00,128.00,161.00,94.00,32.00,APPROVED
NE: LINCOLN,01/03/2018 13:57:00,,2386.00,1437.00,391.00,224.00,128.00,161.00,95.00,32.00,APPROVED
NE: LINCOLN,01/03/2018 15:22:00,,2311.00,1284.00,349.00,187.00,118.00,140.00,83.00,27.00,APPROVED
