LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
NE: LINCOLN,01/01/2021 00:12:00,,2290.00,1322.00,362.00,204.00,122.00,151.00,88.00,30.00,APPROVED
NE: LINCOLN,01/01/2021 01:13:00,,2307.00,1347.00,365.00,211.00,123.00,151.00,89.00,29.00,APPROVED
NE: LINCOLN,01/01/2021 02:13:00,,2355.00,1390.00,379.00,217.00,123.00,158.00,91.00,31.00,APPROVED
NE: LINCOLN,01/01/2021 03:13:00,,2377.00,1429.00,388.00,232.00,128.00,165.00,91.00,32.00,APPROVED
NE: LINCOLN,01/01/2021 04:13:00,,2396.00,1452.00,392.00,236.00,132.00,170.00,96.00,32.00,APPROVED
NE: LINCOLN,01/01/2021 05:14:00,,2400.00,1469.00,397.00,242.00,135.00,172.00,96.00,33.00,APPROVED
NE: LINCOLN,01/01/2021 06:14:00,,2428.00,1507.00,406.00,248.00,136.00,174.00,98.00,33.00,APPROVED
NE: LINCOLN,01/01/2021 07:14:00,,2496.00,1566.00,423.00,269.00,142.00,186.00,103.00,35.00,APPROVED
NE: LINCOLN,01/01/2021 08:14:00,,2540.00,1648.00,441.00,287.00,151.00,193.00,108.00,34.00,APPROVED
NE: LINCOLN,01/01/2021 09:14:00,,2582.00,1736.00,465.00,310.00,157.00,212.00,114.00,37.00,APPROVED
NE: LINCOLN,01/01/2021 10:15:00,,2666.00,1811.00,483.00,327.00,163.00,225.00,119.00,39.00,APPROVED
NE: LINCOLN,01/01/2021 11:15:00,,2677.00,1856.00,501.00,347.00,168.00,227.00,124.00,38.00,APPROVED
NE: LINCOLN,01/01/2021 12:15:00,,2721.00,1881.00,509.00,355.00,172.00,234.00,127.00,39.00,APPROVED
NE: LINCOLN,01/01/2021 13:15:00,,2693.00,1859.00,499.00,348.00,170.00,236.00,124.00,39.00,APPROVED
NE: LINCOLN,01/01/2021 14:15:00,,2658.00,1820.00,491.00,336.00,163.00,222.00,122.00,39.00,APPROVED
NE: LINCOLN,01/01/2021 15:16:00,,2571.00,1714.00,466.00,314.00,155.00,212.00,117.00,38.00,APPROVED
NE: LINCOLN,01/01/2021 16:16:00,,2550.00,1655.00,449.00,302.00,152.00,203.00,112.00,36.00,APPROVED
NE: LINCOLN,01/01/2021 17:16:00,,2495.00,1615.00,435.00,291.00,147.00,197.00,110.00,35.00,APPROVED
NE: LINCOLN,01/01/2021 18:16:00,,2494.00,1596.00,434.00,277.00,147.00,194.00,108.00,36.00,APPROVED
NE: LINCOLN,01/01/2021 19:17:00,,2504.00,1597.00,429.00,278.00,144.00,189.00,108.00,36.00,APPROVED
NE: LINCOLN,01/01/2021 20:17:00,,2498.00,1574.00,430.00,272.00,143.00,184.00,106.00,35.00,APPROVED
NE: LINCOLN,01/01/2021 21:17:00,,2482.00,1569.00,423.00,271.00,145.00,186.00,107.00,36.00,APPROVED
NE: LINCOLN,01/01/2021 22:17:00,,2585.00,1636.00,438.00,275.00,149.00,193.00,110.00,35.00,APPROVED
NE: LINCOLN,01/01/2021 23:17:00,,2765.00,1777.00,465.00,306.00,154.00,201.00,114.00,38.00,APPROVED
NE: LINCOLN,01/02/2021 00:18:00,,2813.00,1822.00,486.00,318.00,165.00,213.00,123.00,38.00,APPROVED
NE: LINCOLN,01/02/2021 01:18:00,,2824.00,1852.00,490.00,324.00,163.00,212.00,123.00,38.00,APPROVED
NE: LINCOLN,01/02/2021 02:18:00,,2850.00,1863.00,492.00,324.00,166.00,221.00,120.00,39.00,APPROVED
NE: LINCOLN,01/02/2021 03:18:00,,2897.00,1892.00,503.00,331.00,164.00,223.00,122.00,38.00,APPROVED
NE: LINCOLN,01/02/2021 04:18:00,,2953.00,1956.00,512.00,346.00,169.00,232.00,123.00,38.00,APPROVED
NE: LINCOLN,01/02/2021 05:19:00,,3012.00,2031.00,536.00,361.00,174.00,242.00,128.00,41.00,APPROVED
NE: LINCOLN,01/02/2021 06:19:00,,3002.00,2025.00,534.00,360.00,175.00,242.00,128.00,41.00,APPROVED
NE: LINCOLN,01/02/2021 07:19:00,,2974.00,2013.00,535.00,362.00,176.00,240.00,129.00,41.00,APPROVED
NE: LINCOLN,01/02/2021 08:19:00,,2977.00,2046.00,536.00,367.00,177.00,244.00,128.00,43.00,APPROVED
NE: LINCOLN,01/02/2021 09:20:00,,2988.00,2045.00,544.00,368.00,176.00,244.00,132.00,41.00,APPROVED
NE: LINCOLN,01/02/2021 10:20:00,,2975.00,2026.00,539.00,363.00,175.00,240.00,128.00,42.00,APPROVED
NE: LINCOLN,01/02/2021 11:20:00,,2993.00,2067.00,547.00,377.00,182.00,247.00,133.00,42.00,APPROVED
NE: LINCOLN,01/02/2021 12:20:00,,3016.00,2106.00,560.00,387.00,183.00,254.00,134.00,44.00,APPROVED
NE: LINCOLN,01/02/2021 13:20:00,,3043.00,2186.00,586.00,409.00,190.00,268.00,141.00,44.00,APPROVED
NE: LINCOLN,01/02/2021 14:21:00,,3074.00,2256.00,602.00,435.00,199.00,282.00,144.00,45.00,APPROVED
NE: LINCOLN,01/02/2021 15:21:00,,3114.00,2307.00,618.00,445.00,201.00,289.00,151.00,48.00,APPROVED
NE: LINCOLN,01/02/2021 16:21:00,,3125.00,2303.00,619.00,443.00,201.00,291.00,148.00,47.00,APPROVED
NE: LINCOLN,01/02/2021 17:21:00,,3150.00,2347.00,629.00,464.00,205.00,292.00,155.00,49.00,APPROVED
NE: LINCOLN,01/02/2021 18:22:00,,3099.00,2292.00,612.00,447.00,202.00,288.00,152.00,47.00,APPROVED
NE: LINCOLN,01/02/2021 19:22:00,,3024.00,2137.00,577.00,405.00,192.00,266.00,141.00,46.00,APPROVED
NE: LINCOLN,01/02/2021 20:22:00,,2815.00,1914.00,518.00,355.00,176.00,231.00,130.00,42.00,APPROVED
NE: LINCOLN,01/02/2021 21:22:00,,2713.00,1781.00,484.00,320.00,160.00,217.00,122.00,37.00,APPROVED
NE: LINCOLN,01/02/2021 22:22:00,,2722.00,1774.00,475.00,312.00,159.00,209.00,119.00,38.00,APPROVED
NE: LINCOLN,01/02/2021 23:23:00,,2721.00,1788.00,476.00,315.00,159.00,213.00,118.00,38.00,APPROVED
NE: LINCOLN,01/03/2021 00:23:00,,2755.00,1812.00,480.00,318.00,161.00,215.00,120.00,39.00,APPROVED
NE: LINCOLN,01/03/2021 01:23:00,,2787.00,1831.00,485.00,320.00,162.00,220.00,120.00,38.00,APPROVED
NE: LINCOLN,01/03/2021 02:23:00,,3007.00,2009.00,528.00,351.00,174.00,234.00,127.00,42.00,APPROVED
NE: LINCOLN,01/03/2021 03:23:00,,3038.00,2109.00,555.00,379.00,181.00,251.00,137.00,43.00,APPROVED
NE: LINCOLN,01/03/2021 04:24:00,,3024.00,2132.00,560.00,395.00,186.00,254.00,141.00,45.00,APPROVED
NE: LINCOLN,01/03/2021 05:24:00,,3120.00,2286.00,599.00,437.00,199.00,285.00,150.00,45.00,APPROVED
NE: LINCOLN,01/03/2021 06:24:00,,3079.00,2271.00,606.00,442.00,201.00,285.00,150.00,46.00,APPROVED
NE: LINCOLN,01/03/2021 07:24:00,,3150.00,2395.00,632.00,472.00,212.00,303.00,159.00,48.00,APPROVED
NE: LINCOLN,01/03/2021 08:25:00,,3073.00,2313.00,619.00,464.00,203.00,297.00,152.00,48.00,APPROVED
NE: LINCOLN,01/03/2021 09:25:00,,2984.00,2192.00,591.00,433.00,195.00,279.00,145.00,48.00,APPROVED
NE: LINCOLN,01/03/2021 10:25:00,,2959.00,2172.00,579.00,424.00,196.00,277.00,146.00,46.00,APPROVED
NE: LINCOLN,01/03/2021 11:25:00,,2884.00,2052.00,550.00,389.00,181.00,252.00,139.00,43.00,APPROVED
NE: LINCOLN,01/03/2021 12:25:00,,2798.00,1916.00,521.00,351.00,173.00,231.00,125.00,41.00,APPROVED
NE: LINCOLN,01/03/2021 13:26:00,,2799.00,1872.00,506.00,336.00,162.00,222.00,124.00,40.00,APPROVED
NE: LINCOLN,01/03/2021 14:26:00,,2793.00,1836.00,492.00,321.00,161.00,219.00,117.00,39.00,APPROVED
NE: LINCOLN,01/03/2021 15:26:00,,2776.00,1802.00,482.00,313.00,159.00,209.00,117.00,40.00,APPROVED
NE: LINCOLN,01/03/2021 16:26:00,,2768.00,1794.00,479.00,306.00,158.00,207.00,116.00,39.00,APPROVED
NE: LINCOLN,01/03/2021 17:26:00,,2819.00,1822.00,481.00,315.00,157.00,211.00,118.00,38.00,APPROVED
NE: LINCOLN,01/03/2021 18:27:00,,2860.00,1860.00,498.00,320.00,164.00,217.00,121.00,41.00,APPROVED
NE: LINCOLN,01/03/2021 19:27:00,,2883.00,1891.00,504.00,327.00,165.00,223.00,123.00,40.00,APPROVED
NE: LINCOLN,01/03/2021 20:27:00,,2794.00,1824.00,496.00,317.00,163.00,216.00,120.00,39.00,APPROVED
NE: LINCOLN,01/03/2021 21:27:00,,2699.00,1735.00,468.00,295.00,154.00,204.00,115.00,38.00,APPROVED
NE: LINCOLN,01/03/2021 22:28:00,,2682.00,1716.00,455.00,293.00,153.00,198.00,113.00,39.00,APPROVED
NE: LINCOLN,01/03/2021 23:28:00,,2690.00,1733.00,462.00,297.00,152.00,199.00,115.00,37.00,APPROVED
NE: LINCOLN,01/04/2021 00:28:00,,2687.00,1745.00,464.00,302.00,153.00,200.00,116.00,39.00,APPROVED
NE: LINCOLN,01/04/2021 01:28:00,,2671.00,1719.00,461.00,299.00,153.00,197.00,114.00,39.00,APPROVED
NE: LINCOLN,01/04/2021 02:28:00,,2652.00,1710.00,463.00,288.00,149.00,194.00,116.00,38.00,APPROVED
NE: LINCOLN,01/04/2021 03:29:00,,2663.00,1693.00,451.00,292.00,150.00,194.00,114.00,38.00,APPROVED
NE: LINCOLN,01/04/2021 04:29:00,,2659.00,1693.00,452.00,289.00,150.00,197.00,112.00,37.00,APPROVED
NE: LINCOLN,01/04/2021 05:29:00,,2663.00,1719.00,459.00,293.00,147.00,201.00,114.00,38.00,APPROVED
NE: LINCOLN,01/04/2021 06:29:00,,2648.00,1700.00,450.00,286.00,151.00,196.00,111.00,38.00,APPROVED
NE: LINCOLN,01/04/2021 07:29:00,,2619.00,1665.00,445.00,280.00,148.00,192.00,109.00,38.00,APPROVED
NE: LINCOLN,01/04/2021 08:30:00,,2597.00,1644.00,443.00,278.00,149.00,191.00,106.00,35.00,APPROVED
NE: LINCOLN,01/04/2021 09:30:00,,2587.00,1644.00,444.00,278.00,145.00,189.00,109.00,36.00,APPROVED
NE: LINCOLN,01/04/2021 10:30:00,,2676.00,1688.00,456.00,288.00,148.00,196.00,110.00,37.00,APPROVED
NE: LINCOLN,01/04/2021 11:30:00,,2874.00,1894.00,499.00,327.00,159.00,220.00,119.00,39.00,APPROVED
NE: LINCOLN,01/04/2021 12:31:00,,2934.00,1982.00,528.00,351.00,172.00,233.00,127.00,40.00,APPROVED
NE: LINCOLN,01/04/2021 13:31:00,,3097.00,2183.00,568.00,392.00,191.00,256.00,138.00,45.00,APPROVED
NE: LINCOLN,01/04/2021 14:31:00,,3051.00,2164.00,574.00,398.00,190.00,258.00,140.00,45.00,APPROVED
NE: LINCOLN,01/04/2021 15:31:00,,2793.00,1920.00,515.00,355.00,172.00,233.00,127.00,41.00,APPROVED
NE: LINCOLN,01/04/2021 16:31:00,,2447.00,1568.00,434.00,278.00,146.00,185.00,110.00,36.00,APPROVED
NE: LINCOLN,01/04/2021 17:32:00,,2247.00,1375.00,389.00,230.00,131.00,169.00,99.00,32.00,APPROVED
NE: LINCOLN,01/04/2021 18:32:00,,2140.00,1290.00,366.00,211.00,122.00,150.00,93.00,32.00,APPROVED
NE: LINCOLN,01/04/2021 19:46:00,,2060.00,1153.00,330.00,172.00,111.00,136.00,83.00,28.00,APPROVED
NE: LINCOLN,01/04/2021 20:46:00,,2038.00,1156.00,331.00,177.00,114.00,137.00,82.00,30.00,APPROVED
NE: LINCOLN,01/04/2021 21:47:00,,2037.00,1156.00,329.00,179.00,114.00,138.00,85.00,30.00,APPROVED
NE: LINCOLN,01/04/2021 22:47:00,,2081.00,1177.00,335.00,183.00,114.00,138.00,86.00,30.00,APPROVED
NE: LINCOLN,01/04/2021 23:47:00,,2125.00,1217.00,339.00,185.00,112.00,137.00,84.00,28.00,APPROVED
NE: LINCOLN,01/05/2021 00:47:00,,2200.00,1247.00,347.00,189.00,119.00,146.00,87.00,29.00,APPROVED
NE: LINCOLN,01/05/2021 01:48:00,,2263.00,1291.00,353.00,199.00,122.00,146.00,85.00,29.00,APPROVED
NE: LINCOLN,01/05/2021 02:48:00,,2281.00,1318.00,359.00,201.00,118.00,149.00,89.00,29.00,APPROVED
NE: LINCOLN,01/05/2021 03:48:00,,2287.00,1333.00,360.00,208.00,120.00,149.00,89.00,30.00,APPROVED
NE: LINCOLN,01/05/2021 04:48:00,,2302.00,1338.00,363.00,205.00,122.00,151.00,89.00,30.00,APPROVED
NE: LINCOLN,01/05/2021 05:48:00,,2317.00,1357.00,367.00,209.00,124.00,156.00,90.00,30.00,APPROVED
NE: LINCOLN,01/05/2021 06:49:00,,2314.00,1358.00,368.00,212.00,123.00,156.00,92.00,33.00,APPROVED
NE: LINCOLN,01/05/2021 07:49:00,,2323.00,1378.00,378.00,220.00,127.00,160.00,92.00,32.00,APPROVED
NE: LINCOLN,01/05/2021 08:49:00,,2320.00,1377.00,376.00,218.00,127.00,161.00,93.00,31.00,APPROVED
NE: LINCOLN,01/05/2021 09:49:00,,2331.00,1400.00,378.00,223.00,130.00,162.00,94.00,31.00,APPROVED
NE: LINCOLN,01/05/2021 10:50:00,,2364.00,1416.00,382.00,226.00,131.00,169.00,95.00,31.00,APPROVED
NE: LINCOLN,01/05/2021 11:50:00,,2349.00,1402.00,383.00,226.00,128.00,163.00,93.00,32.00,APPROVED
NE: LINCOLN,01/05/2021 12:50:00,,2353.00,1422.00,384.00,228.00,130.00,164.00,95.00,32.00,APPROVED
NE: LINCOLN,01/05/2021 13:50:00,,2352.00,1407.00,385.00,230.00,127.00,164.00,95.00,31.00,APPROVED
NE: LINCOLN,01/05/2021 14:50:00,,2299.00,1356.00,369.00,217.00,128.00,160.00,94.00,31.00,APPROVED
NE: LINCOLN,01/05/2021 15:51:00,,2261.00,1320.00,365.00,207.00,126.00,151.00,92.00,30.00,APPROVED
NE: LINCOLN,01/05/2021 16:51:00,,2246.00,1300.00,361.00,204.00,123.00,151.00,90.00,31.00,APPROVED
