LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
NE: LINCOLN,01/04/2016 07:45:00,,2788.00,1630.00,422.00,260.00,142.00,182.00,101.00,28.00,APPROVED
NE: LINCOLN,01/04/2016 08:45:00,,2796.00,1620.00,427.00,252.00,138.00,180.00,101.00,31.00,APPROVED
NE: LINCOLN,01/04/2016 09:45:00,,2790.00,1625.00,422.00,253.00,141.00,179.00,101.00,27.00,APPROVED
NE: LINCOLN,01/04/2016 10:46:00,,2790.00,1624.00,424.00,254.00,137.00,178.00,99.00,28.00,APPROVED
NE: LINCOLN,01/04/2016 11:46:00,,2791.00,1636.00,426.00,255.00,139.00,180.00,100.00,30.00,APPROVED
NE: LINCOLN,01/04/2016 12:46:00,,2827.00,1664.00,438.00,269.00,142.00,182.00,102.00,30.00,APPROVED
NE: LINCOLN,01/04/2016 13:46:00,,2838.00,1691.00,438.00,272.00,147.00,189.00,106.00,30.00,APPROVED
NE: LINCOLN,01/04/2016 15:18:00,,2695.00,1484.00,385.00,208.00,126.00,155.00,88.00,27.00,APPROVED
NE: LINCOLN,01/04/2016 16:18:00,,2738.00,1593.00,414.00,249.00,138.00,175.00,98.00,28.00,APPROVED
NE: LINCOLN,01/04/2016 17:19:00,,2737.00,1580.00,415.00,249.00,139.00,179.00,96.00,28.00,APPROVED
NE: LINCOLN,01/04/2016 18:19:00,,2709.00,1570.00,412.00,243.00,135.00,174.00,97.00,28.00,APPROVED
NE: LINCOLN,01/04/2016 19:19:00,,2688.00,1524.00,401.00,232.00,133.00,171.00,90.00,27.00,APPROVED
NE: LINCOLN,01/04/2016 20:19:00,,2648.00,1483.00,391.00,221.00,128.00,165.00,87.00,26.00,APPROVED
NE: LINCOLN,01/04/2016 21:20:00,,2629.00,1466.00,387.00,212.00,126.00,163.00,87.00,27.00,APPROVED
NE: LINCOLN,01/04/2016 22:20:00,,2623.00,1451.00,383.00,213.00,126.00,161.00,85.00,26.00,APPROVED
NE: LINCOLN,01/04/2016 23:20:00,,2616.00,1441.00,379.00,207.00,127.00,158.00,84.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 00:20:00,,2636.00,1442.00,383.00,208.00,126.00,153.00,84.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 01:21:00,,2631.00,1448.00,379.00,208.00,125.00,153.00,86.00,25.00,APPROVED
NE: LINCOLN,01/05/2016 02:21:00,,2629.00,1442.00,383.00,206.00,123.00,153.00,86.00,26.00,APPROVED
NE: LINCOLN,01/05/2016 03:21:00,,2633.00,1442.00,381.00,206.00,124.00,153.00,84.00,25.00,APPROVED
NE: LINCOLN,01/05/2016 04:21:00,,2642.00,1450.00,382.00,206.00,125.00,154.00,87.00,26.00,APPROVED
NE: LINCOLN,01/05/2016 05:22:00,,2670.00,1482.00,392.00,218.00,130.00,159.00,91.00,26.00,APPROVED
NE: LINCOLN,01/05/2016 06:22:00,,2698.00,1510.00,396.00,223.00,129.00,162.00,90.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 07:22:00,,2682.00,1506.00,394.00,225.00,133.00,163.00,93.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 08:22:00,,2663.00,1491.00,393.00,223.00,129.00,159.00,93.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 09:23:00,,2671.00,1484.00,384.00,225.00,127.00,161.00,92.00,26.00,APPROVED
NE: LINCOLN,01/05/2016 10:23:00,,2654.00,1483.00,395.00,220.00,128.00,161.00,91.00,26.00,APPROVED
NE: LINCOLN,01/05/2016 11:23:00,,2652.00,1471.00,386.00,217.00,127.00,160.00,88.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 12:23:00,,2641.00,1461.00,389.00,216.00,124.00,155.00,90.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 13:24:00,,2634.00,1467.00,390.00,213.00,124.00,158.00,87.00,28.00,APPROVED
NE: LINCOLN,01/05/2016 14:24:00,,2635.00,1448.00,384.00,213.00,128.00,158.00,86.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 15:24:00,,2643.00,1476.00,384.00,214.00,127.00,160.00,89.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 16:24:00,,2665.00,1485.00,395.00,217.00,130.00,159.00,88.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 17:24:00,,2678.00,1499.00,398.00,216.00,127.00,162.00,87.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 18:25:00,,2675.00,1497.00,396.00,217.00,127.00,166.00,86.00,28.00,APPROVED
NE: LINCOLN,01/05/2016 19:25:00,,2664.00,1477.00,396.00,216.00,129.00,166.00,82.00,29.00,APPROVED
NE: LINCOLN,01/05/2016 20:25:00,,2651.00,1470.00,395.00,208.00,125.00,165.00,80.00,28.00,APPROVED
NE: LINCOLN,01/05/2016 21:25:00,,2652.00,1451.00,388.00,207.00,128.00,164.00,77.00,27.00,APPROVED
NE: LINCOLN,01/05/2016 22:26:00,,2657.00,1442.00,388.00,205.00,127.00,160.00,77.00,26.00,APPROVED
NE: LINCOLN,01/05/2016 23:26:00,,2651.00,1440.00,388.00,201.00,125.00,161.00,77.00,28.00,APPROVED
NE: LINCOLN,01/06/2016 00:26:00,,2649.00,1439.00,388.00,205.00,124.00,160.00,78.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 01:26:00,,2661.00,1453.00,385.00,201.00,123.00,161.00,79.00,26.00,APPROVED
NE: LINCOLN,01/06/2016 02:27:00,,2680.00,1450.00,387.00,203.00,127.00,163.00,80.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 03:27:00,,2687.00,1468.00,391.00,209.00,128.00,162.00,80.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 04:27:00,,2673.00,1467.00,385.00,207.00,127.00,159.00,82.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 05:27:00,,2657.00,1453.00,383.00,203.00,125.00,162.00,80.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 06:28:00,,2655.00,1445.00,385.00,202.00,124.00,162.00,81.00,25.00,APPROVED
NE: LINCOLN,01/06/2016 07:28:00,,2628.00,1445.00,384.00,202.00,127.00,161.00,80.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 08:28:00,,2649.00,1445.00,383.00,203.00,126.00,160.00,81.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 09:28:00,,2645.00,1439.00,384.00,204.00,128.00,156.00,82.00,28.00,APPROVED
NE: LINCOLN,01/06/2016 10:29:00,,2683.00,1466.00,387.00,208.00,123.00,159.00,85.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 11:29:00,,2672.00,1468.00,389.00,209.00,127.00,161.00,82.00,26.00,APPROVED
NE: LINCOLN,01/06/2016 12:29:00,,2673.00,1464.00,388.00,209.00,125.00,159.00,82.00,26.00,APPROVED
NE: LINCOLN,01/06/2016 13:29:00,,2654.00,1446.00,387.00,207.00,124.00,158.00,80.00,26.00,APPROVED
NE: LINCOLN,01/06/2016 14:30:00,,2651.00,1452.00,387.00,205.00,127.00,158.00,80.00,28.00,APPROVED
NE: LINCOLN,01/06/2016 15:30:00,,2650.00,1441.00,388.00,209.00,125.00,164.00,81.00,28.00,APPROVED
NE: LINCOLN,01/06/2016 16:30:00,,2625.00,1445.00,387.00,204.00,126.00,163.00,81.00,25.00,APPROVED
NE: LINCOLN,01/06/2016 17:30:00,,2663.00,1473.00,397.00,213.00,126.00,164.00,79.00,28.00,APPROVED
NE: LINCOLN,01/06/2016 18:31:00,,2648.00,1454.00,393.00,209.00,126.00,164.00,81.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 19:31:00,,2702.00,1509.00,400.00,219.00,131.00,166.00,83.00,28.00,APPROVED
NE: LINCOLN,01/06/2016 20:31:00,,2814.00,1607.00,435.00,236.00,137.00,182.00,90.00,29.00,APPROVED
NE: LINCOLN,01/06/2016 21:31:00,,2779.00,1569.00,424.00,234.00,138.00,179.00,87.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 22:31:00,,2739.00,1530.00,411.00,220.00,132.00,174.00,83.00,27.00,APPROVED
NE: LINCOLN,01/06/2016 23:32:00,,2763.00,1546.00,422.00,230.00,134.00,177.00,85.00,28.00,APPROVED
NE: LINCOLN,01/07/2016 00:32:00,,2774.00,1579.00,425.00,226.00,134.00,176.00,87.00,27.00,APPROVED
NE: LINCOLN,01/07/2016 01:32:00,,2764.00,1557.00,416.00,225.00,132.00,177.00,86.00,29.00,APPROVED
NE: LINCOLN,01/07/2016 02:32:00,,2788.00,1576.00,431.00,230.00,134.00,179.00,85.00,29.00,APPROVED
NE: LINCOLN,01/07/2016 03:33:00,,2783.00,1569.00,422.00,226.00,137.00,178.00,84.00,30.00,APPROVED
NE: LINCOLN,01/07/2016 04:33:00,,2779.00,1572.00,425.00,229.00,135.00,175.00,86.00,28.00,APPROVED
NE: LINCOLN,01/07/2016 05:33:00,,2791.00,1603.00,426.00,231.00,134.00,176.00,86.00,29.00,APPROVED
NE: LINCOLN,01/07/2016 06:33:00,,2836.00,1623.00,441.00,237.00,139.00,183.00,87.00,29.00,APPROVED
NE: LINCOLN,01/07/2016 07:34:00,,2849.00,1626.00,446.00,241.00,139.00,187.00,88.00,30.00,APPROVED
NE: LINCOLN,01/07/2016 08:34:00,,2782.00,1604.00,428.00,232.00,137.00,180.00,87.00,28.00,APPROVED
NE: LINCOLN,01/07/2016 09:34:00,,2797.00,1604.00,434.00,237.00,138.00,183.00,87.00,29.00,APPROVED
NE: LINCOLN,01/07/2016 10:34:00,,2812.00,1626.00,441.00,244.00,140.00,186.00,88.00,30.00,APPROVED
NE: LINCOLN,01/07/2016 11:35:00,,2794.00,1611.00,434.00,242.00,136.00,184.00,90.00,29.00,APPROVED
NE: LINCOLN,01/07/2016 12:35:00,,2781.00,1619.00,438.00,246.00,143.00,187.00,93.00,31.00,APPROVED
NE: LINCOLN,01/07/2016 13:35:00,,2786.00,1625.00,433.00,243.00,141.00,184.00,91.00,29.00,APPROVED
NE: LINCOLN,01/07/2016 14:35:00,,2740.00,1584.00,431.00,238.00,137.00,185.00,89.00,30.00,APPROVED
NE: LINCOLN,01/07/2016 15:36:00,,2748.00,1583.00,426.00,237.00,137.00,188.00,88.00,29.00,APPROVED
NE: LINCOLN,01/07/2016 16:36:00,,2747.00,1595.00,435.00,241.00,138.00,186.00,89.00,30.00,APPROVED
NE: LINCOLN,01/07/2016 17:36:00,,2820.00,1660.00,450.00,252.00,146.00,192.00,91.00,32.00,APPROVED
NE: LINCOLN,01/07/2016 18:36:00,,2994.00,1813.00,491.00,276.00,152.00,211.00,98.00,31.00,APPROVED
NE: LINCOLN,01/07/2016 19:37:00,,3158.00,1945.00,526.00,297.00,157.00,224.00,103.00,35.00,APPROVED
NE: LINCOLN,01/07/2016 20:37:00,,3269.00,2059.00,546.00,317.00,165.00,230.00,107.00,35.00,APPROVED
NE: LINCOLN,01/07/2016 21:37:00,,3284.00,2068.00,549.00,310.00,165.00,228.00,108.00,34.00,APPROVED
NE: LINCOLN,01/07/2016 22:37:00,,3208.00,1969.00,527.00,305.00,161.00,220.00,109.00,34.00,APPROVED
NE: LINCOLN,01/07/2016 23:38:00,,3286.00,2038.00,539.00,310.00,168.00,224.00,108.00,33.00,APPROVED
NE: LINCOLN,01/08/2016 00:38:00,,3217.00,1980.00,527.00,304.00,161.00,225.00,108.00,33.00,APPROVED
NE: LINCOLN,01/08/2016 01:38:00,,3138.00,1908.00,509.00,289.00,157.00,213.00,104.00,34.00,APPROVED
NE: LINCOLN,01/08/2016 02:38:00,,3367.00,2127.00,557.00,328.00,170.00,236.00,118.00,34.00,APPROVED
NE: LINCOLN,01/08/2016 03:39:00,,3273.00,2050.00,541.00,324.00,167.00,230.00,115.00,35.00,APPROVED
NE: LINCOLN,01/08/2016 04:39:00,,3400.00,2149.00,573.00,336.00,174.00,242.00,117.00,35.00,APPROVED
NE: LINCOLN,01/08/2016 05:39:00,,3208.00,1957.00,531.00,302.00,160.00,226.00,106.00,34.00,APPROVED
NE: LINCOLN,01/08/2016 06:39:00,,3175.00,1927.00,527.00,294.00,160.00,224.00,104.00,34.00,APPROVED
NE: LINCOLN,01/08/2016 07:40:00,,3098.00,1851.00,495.00,279.00,156.00,210.00,101.00,31.00,APPROVED
NE: LINCOLN,01/08/2016 08:40:00,,3074.00,1842.00,489.00,280.00,158.00,213.00,99.00,33.00,APPROVED
NE: LINCOLN,01/08/2016 09:40:00,,3900.00,2540.00,666.00,386.00,194.00,280.00,131.00,40.00,APPROVED
NE: LINCOLN,01/08/2016 10:40:00,,4194.00,2784.00,746.00,440.00,215.00,313.00,146.00,42.00,APPROVED
NE: LINCOLN,01/08/2016 11:40:00,,3952.00,2573.00,691.00,418.00,206.00,295.00,139.00,42.00,APPROVED
NE: LINCOLN,01/08/2016 12:41:00,,3646.00,2322.00,624.00,374.00,186.00,269.00,130.00,39.00,APPROVED
NE: LINCOLN,01/08/2016 13:41:00,,3506.00,2218.00,594.00,357.00,180.00,256.00,124.00,37.00,APPROVED
NE: LINCOLN,01/08/2016 14:22:00,,3390.00,2115.00,564.00,336.00,175.00,248.00,113.00,35.00,APPROVED
NE: LINCOLN,01/08/2016 15:28:00,,3143.00,1780.00,472.00,250.00,145.00,192.00,90.00,29.00,APPROVED
NE: LINCOLN,01/08/2016 16:28:00,,3164.00,1897.00,502.00,288.00,157.00,219.00,100.00,31.00,APPROVED
NE: LINCOLN,01/08/2016 17:28:00,,3111.00,1871.00,503.00,288.00,156.00,220.00,103.00,32.00,APPROVED
NE: LINCOLN,01/08/2016 18:28:00,,3031.00,1810.00,491.00,276.00,152.00,217.00,98.00,31.00,APPROVED
NE: LINCOLN,01/08/2016 19:29:00,,2973.00,1786.00,488.00,271.00,150.00,212.00,95.00,31.00,APPROVED
NE: LINCOLN,01/08/2016 20:29:00,,3007.00,1784.00,479.00,272.00,150.00,206.00,96.00,31.00,APPROVED
NE: LINCOLN,01/08/2016 21:29:00,,3030.00,1804.00,495.00,275.00,155.00,210.00,96.00,32.00,APPROVED
NE: LINCOLN,01/08/2016 22:29:00,,2959.00,1755.00,476.00,268.00,151.00,206.00,94.00,31.00,APPROVED
NE: LINCOLN,01/08/2016 23:30:00,,2907.00,1708.00,463.00,260.00,147.00,200.00,94.00,30.00,APPROVED
NE: LINCOLN,01/09/2016 00:30:00,,2873.00,1666.00,444.00,253.00,143.00,189.00,94.00,30.00,APPROVED
NE: LINCOLN,01/09/2016 01:30:00,,2866.00,1626.00,437.00,244.00,139.00,184.00,92.00,29.00,APPROVED
NE: LINCOLN,01/09/2016 02:30:00,,2867.00,1655.00,439.00,239.00,139.00,184.00,90.00,28.00,APPROVED
NE: LINCOLN,01/09/2016 03:30:00,,2911.00,1688.00,447.00,250.00,145.00,191.00,93.00,30.00,APPROVED
NE: LINCOLN,01/09/2016 04:31:00,,2909.00,1682.00,447.00,255.00,144.00,191.00,95.00,29.00,APPROVED
NE: LINCOLN,01/09/2016 05:31:00,,2858.00,1660.00,439.00,254.00,142.00,188.00,96.00,28.00,APPROVED
NE: LINCOLN,01/09/2016 06:31:00,,2890.00,1677.00,447.00,265.00,141.00,187.00,96.00,30.00,APPROVED
NE: LINCOLN,01/09/2016 07:31:00,,2858.00,1674.00,443.00,260.00,142.00,186.00,100.00,31.00,APPROVED
NE: LINCOLN,01/09/2016 08:32:00,,2712.00,1536.00,406.00,235.00,131.00,168.00,94.00,27.00,APPROVED
NE: LINCOLN,01/09/2016 09:32:00,,2659.00,1481.00,394.00,217.00,126.00,161.00,90.00,27.00,APPROVED
NE: LINCOLN,01/09/2016 10:32:00,,2568.00,1397.00,371.00,201.00,124.00,150.00,88.00,26.00,APPROVED
NE: LINCOLN,01/09/2016 11:32:00,,2558.00,1366.00,358.00,197.00,120.00,145.00,83.00,24.00,APPROVED
NE: LINCOLN,01/09/2016 12:33:00,,2543.00,1372.00,363.00,194.00,119.00,144.00,87.00,25.00,APPROVED
NE: LINCOLN,01/09/2016 13:33:00,,2571.00,1392.00,360.00,195.00,121.00,145.00,85.00,26.00,APPROVED
NE: LINCOLN,01/09/2016 14:33:00,,2559.00,1389.00,369.00,195.00,119.00,146.00,85.00,25.00,APPROVED
NE: LINCOLN,01/09/2016 15:33:00,,2579.00,1406.00,362.00,198.00,119.00,146.00,88.00,25.00,APPROVED
NE: LINCOLN,01/09/2016 16:34:00,,2571.00,1390.00,365.00,200.00,121.00,146.00,89.00,26.00,APPROVED
NE: LINCOLN,01/09/2016 17:34:00,,2572.00,1402.00,369.00,200.00,122.00,147.00,85.00,25.00,APPROVED
NE: LINCOLN,01/09/2016 18:34:00,,2596.00,1413.00,371.00,202.00,121.00,150.00,88.00,26.00,APPROVED
NE: LINCOLN,01/09/2016 19:34:00,,2602.00,1436.00,370.00,203.00,124.00,152.00,88.00,25.00,APPROVED
NE: LINCOLN,01/09/2016 20:35:00,,2626.00,1443.00,376.00,213.00,126.00,155.00,94.00,27.00,APPROVED
