LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
NE: LINCOLN,01/04/2009 06:22:00,,7964.00,1396.00,392.00,186.00,126.00,177.00,48.00,25.00,APPROVED
NE: LINCOLN,01/04/2009 17:24:00,,6562.00,1417.00,380.00,206.00,123.00,154.00,90.00,27.00,APPROVED
NE: LINCOLN,01/04/2009 18:25:00,,6288.00,1412.00,383.00,209.00,126.00,153.00,99.00,29.00,APPROVED
NE: LINCOLN,01/04/2009 19:25:00,,6099.00,1400.00,377.00,207.00,124.00,154.00,97.00,29.00,APPROVED
NE: LINCOLN,01/04/2009 20:25:00,,5998.00,1387.00,377.00,207.00,126.00,151.00,96.00,29.00,APPROVED
NE: LINCOLN,01/04/2009 21:25:00,,6117.00,1373.00,378.00,205.00,125.00,150.00,95.00,28.00,APPROVED
NE: LINCOLN,01/04/2009 22:26:00,,6271.00,1381.00,380.00,205.00,124.00,151.00,98.00,28.00,APPROVED
NE: LINCOLN,01/04/2009 23:26:00,,6441.00,1380.00,374.00,201.00,124.00,152.00,97.00,27.00,APPROVED
NE: LINCOLN,01/05/2009 00:26:00,,6342.00,1373.00,376.00,203.00,123.00,149.00,95.00,28.00,APPROVED
NE: LINCOLN,01/05/2009 01:26:00,,6158.00,1347.00,364.00,194.00,121.00,146.00,87.00,25.00,APPROVED
NE: LINCOLN,01/05/2009 02:26:00,,5893.00,1294.00,362.00,172.00,116.00,166.00,47.00,25.00,APPROVED
NE: LINCOLN,01/05/2009 03:27:00,,6181.00,1292.00,364.00,174.00,117.00,168.00,40.00,24.00,APPROVED
NE: LINCOLN,01/05/2009 04:27:00,,6251.00,1303.00,366.00,174.00,119.00,170.00,41.00,25.00,APPROVED
NE: LINCOLN,01/05/2009 05:27:00,,6092.00,1310.00,371.00,175.00,120.00,168.00,41.00,25.00,APPROVED
NE: LINCOLN,01/05/2009 06:27:00,,6376.00,1314.00,373.00,177.00,122.00,174.00,41.00,25.00,APPROVED
NE: LINCOLN,01/05/2009 07:28:00,,6667.00,1328.00,374.00,177.00,118.00,171.00,44.00,25.00,APPROVED
NE: LINCOLN,01/05/2009 08:28:00,,6690.00,1347.00,378.00,183.00,119.00,173.00,48.00,25.00,APPROVED
NE: LINCOLN,01/05/2009 09:28:00,,6862.00,1376.00,391.00,184.00,124.00,175.00,46.00,26.00,APPROVED
NE: LINCOLN,01/05/2009 10:28:00,,6873.00,1394.00,396.00,187.00,121.00,178.00,45.00,25.00,APPROVED
NE: LINCOLN,01/05/2009 11:28:00,,6757.00,1458.00,393.00,212.00,127.00,159.00,88.00,27.00,APPROVED
NE: LINCOLN,01/05/2009 12:29:00,,6329.00,1489.00,400.00,220.00,131.00,157.00,98.00,30.00,APPROVED
NE: LINCOLN,01/05/2009 13:29:00,,6349.00,1495.00,402.00,224.00,130.00,159.00,101.00,30.00,APPROVED
NE: LINCOLN,01/05/2009 14:09:00,,6361.00,1490.00,406.00,229.00,132.00,164.00,101.00,30.00,APPROVED
NE: LINCOLN,01/05/2009 15:23:00,,6388.00,1429.00,388.00,208.00,124.00,156.00,97.00,28.00,APPROVED
NE: LINCOLN,01/05/2009 16:24:00,,6425.00,1478.00,396.00,221.00,129.00,161.00,100.00,31.00,APPROVED
NE: LINCOLN,01/05/2009 17:24:00,,6450.00,1475.00,396.00,224.00,131.00,160.00,99.00,31.00,APPROVED
NE: LINCOLN,01/05/2009 18:24:00,,6337.00,1441.00,396.00,221.00,127.00,159.00,103.00,30.00,APPROVED
NE: LINCOLN,01/05/2009 19:24:00,,6240.00,1421.00,389.00,216.00,127.00,159.00,101.00,30.00,APPROVED
NE: LINCOLN,01/05/2009 20:24:00,,6067.00,1401.00,384.00,209.00,126.00,153.00,98.00,30.00,APPROVED
NE: LINCOLN,01/05/2009 21:25:00,,5912.00,1385.00,380.00,210.00,125.00,154.00,100.00,29.00,APPROVED
NE: LINCOLN,01/05/2009 22:25:00,,5922.00,1382.00,379.00,209.00,126.00,157.00,99.00,29.00,APPROVED
NE: LINCOLN,01/05/2009 23:25:00,,5971.00,1387.00,379.00,205.00,125.00,154.00,97.00,30.00,APPROVED
NE: LINCOLN,01/06/2009 00:25:00,,6198.00,1382.00,381.00,202.00,125.00,156.00,99.00,29.00,APPROVED
NE: LINCOLN,01/06/2009 01:26:00,,6275.00,1394.00,378.00,201.00,123.00,151.00,99.00,28.00,APPROVED
NE: LINCOLN,01/06/2009 02:26:00,,6345.00,1399.00,378.00,203.00,123.00,153.00,97.00,27.00,APPROVED
NE: LINCOLN,01/06/2009 03:26:00,,6316.00,1383.00,379.00,203.00,122.00,150.00,97.00,29.00,APPROVED
NE: LINCOLN,01/06/2009 04:26:00,,6343.00,1396.00,376.00,203.00,122.00,150.00,98.00,29.00,APPROVED
NE: LINCOLN,01/06/2009 05:27:00,,6398.00,1400.00,384.00,205.00,121.00,151.00,96.00,30.00,APPROVED
NE: LINCOLN,01/06/2009 06:27:00,,6461.00,1421.00,388.00,211.00,121.00,156.00,97.00,31.00,APPROVED
NE: LINCOLN,01/06/2009 07:27:00,,6449.00,1439.00,389.00,211.00,125.00,155.00,98.00,29.00,APPROVED
NE: LINCOLN,01/06/2009 08:27:00,,6325.00,1432.00,389.00,208.00,125.00,158.00,89.00,28.00,APPROVED
NE: LINCOLN,01/06/2009 09:27:00,,6055.00,1393.00,394.00,188.00,125.00,175.00,53.00,26.00,APPROVED
NE: LINCOLN,01/06/2009 10:28:00,,6083.00,1384.00,390.00,182.00,122.00,178.00,43.00,25.00,APPROVED
NE: LINCOLN,01/06/2009 11:28:00,,6175.00,1392.00,391.00,184.00,122.00,176.00,42.00,26.00,APPROVED
NE: LINCOLN,01/06/2009 12:28:00,,6393.00,1409.00,396.00,188.00,126.00,179.00,46.00,25.00,APPROVED
NE: LINCOLN,01/06/2009 13:28:00,,6626.00,1425.00,402.00,193.00,125.00,182.00,48.00,26.00,APPROVED
NE: LINCOLN,01/06/2009 14:29:00,,6810.00,1441.00,411.00,194.00,127.00,181.00,49.00,26.00,APPROVED
NE: LINCOLN,01/06/2009 15:29:00,,6950.00,1467.00,414.00,197.00,131.00,183.00,52.00,27.00,APPROVED
NE: LINCOLN,01/06/2009 16:29:00,,6923.00,1489.00,422.00,201.00,130.00,190.00,51.00,27.00,APPROVED
NE: LINCOLN,01/06/2009 17:29:00,,6448.00,1499.00,433.00,199.00,128.00,189.00,50.00,26.00,APPROVED
NE: LINCOLN,01/06/2009 18:30:00,,6149.00,1488.00,421.00,198.00,130.00,187.00,50.00,26.00,APPROVED
NE: LINCOLN,01/06/2009 19:30:00,,5687.00,1477.00,419.00,198.00,129.00,185.00,54.00,27.00,APPROVED
NE: LINCOLN,01/06/2009 20:30:00,,4993.00,1418.00,404.00,196.00,130.00,183.00,59.00,27.00,APPROVED
NE: LINCOLN,01/06/2009 21:30:00,,4192.00,1357.00,386.00,195.00,125.00,166.00,65.00,27.00,APPROVED
NE: LINCOLN,01/06/2009 22:30:00,,3773.00,1328.00,382.00,193.00,125.00,162.00,73.00,27.00,APPROVED
NE: LINCOLN,01/06/2009 23:31:00,,3997.00,1335.00,378.00,191.00,123.00,158.00,73.00,27.00,APPROVED
NE: LINCOLN,01/07/2009 00:31:00,,4803.00,1348.00,384.00,188.00,121.00,160.00,69.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 01:31:00,,5350.00,1354.00,380.00,187.00,122.00,165.00,67.00,26.00,APPROVED
NE: LINCOLN,01/07/2009 02:31:00,,5404.00,1335.00,376.00,184.00,122.00,164.00,60.00,27.00,APPROVED
NE: LINCOLN,01/07/2009 03:32:00,,5675.00,1350.00,376.00,182.00,120.00,163.00,60.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 04:32:00,,5875.00,1344.00,382.00,185.00,121.00,166.00,53.00,26.00,APPROVED
NE: LINCOLN,01/07/2009 05:32:00,,5944.00,1360.00,381.00,187.00,123.00,167.00,54.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 06:32:00,,6011.00,1367.00,383.00,182.00,121.00,171.00,50.00,26.00,APPROVED
NE: LINCOLN,01/07/2009 07:32:00,,5985.00,1356.00,383.00,186.00,119.00,172.00,49.00,26.00,APPROVED
NE: LINCOLN,01/07/2009 08:33:00,,5966.00,1359.00,384.00,183.00,123.00,169.00,53.00,27.00,APPROVED
NE: LINCOLN,01/07/2009 09:33:00,,5892.00,1364.00,384.00,182.00,122.00,172.00,53.00,28.00,APPROVED
NE: LINCOLN,01/07/2009 10:33:00,,5885.00,1355.00,376.00,185.00,121.00,172.00,53.00,26.00,APPROVED
NE: LINCOLN,01/07/2009 11:33:00,,5863.00,1358.00,382.00,184.00,122.00,169.00,55.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 12:34:00,,5959.00,1351.00,380.00,184.00,123.00,168.00,52.00,26.00,APPROVED
NE: LINCOLN,01/07/2009 13:34:00,,6036.00,1364.00,385.00,184.00,122.00,171.00,51.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 14:34:00,,6050.00,1380.00,383.00,183.00,121.00,174.00,52.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 15:34:00,,6036.00,1385.00,395.00,189.00,121.00,179.00,49.00,26.00,APPROVED
NE: LINCOLN,01/07/2009 16:35:00,,6103.00,1410.00,398.00,193.00,126.00,181.00,51.00,27.00,APPROVED
NE: LINCOLN,01/07/2009 17:35:00,,6098.00,1406.00,400.00,191.00,125.00,182.00,50.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 18:35:00,,6069.00,1377.00,395.00,187.00,125.00,180.00,48.00,27.00,APPROVED
NE: LINCOLN,01/07/2009 19:35:00,,5916.00,1357.00,381.00,183.00,121.00,174.00,48.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 20:35:00,,5679.00,1368.00,386.00,189.00,121.00,174.00,52.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 21:36:00,,5409.00,1345.00,380.00,184.00,121.00,168.00,56.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 22:36:00,,5347.00,1336.00,376.00,184.00,123.00,165.00,57.00,25.00,APPROVED
NE: LINCOLN,01/07/2009 23:36:00,,5353.00,1321.00,373.00,183.00,121.00,163.00,58.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 00:36:00,,5527.00,1331.00,367.00,180.00,119.00,162.00,55.00,24.00,APPROVED
NE: LINCOLN,01/08/2009 01:37:00,,5612.00,1334.00,378.00,182.00,120.00,166.00,54.00,24.00,APPROVED
NE: LINCOLN,01/08/2009 02:37:00,,5968.00,1374.00,384.00,186.00,125.00,170.00,53.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 03:37:00,,6206.00,1438.00,406.00,193.00,127.00,182.00,50.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 04:37:00,,6283.00,1478.00,423.00,199.00,131.00,190.00,52.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 05:37:00,,6385.00,1514.00,427.00,203.00,132.00,192.00,50.00,28.00,APPROVED
NE: LINCOLN,01/08/2009 06:38:00,,6307.00,1484.00,422.00,197.00,130.00,191.00,47.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 07:38:00,,6309.00,1478.00,421.00,199.00,127.00,186.00,48.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 08:38:00,,6271.00,1471.00,421.00,195.00,129.00,187.00,47.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 09:38:00,,6267.00,1466.00,418.00,195.00,129.00,190.00,47.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 10:39:00,,6275.00,1461.00,417.00,194.00,129.00,184.00,49.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 11:39:00,,6286.00,1464.00,415.00,194.00,129.00,187.00,48.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 12:39:00,,6213.00,1460.00,421.00,195.00,130.00,187.00,47.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 13:39:00,,6224.00,1464.00,417.00,192.00,127.00,187.00,45.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 14:40:00,,6281.00,1468.00,417.00,194.00,132.00,186.00,46.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 15:40:00,,6272.00,1463.00,425.00,197.00,129.00,190.00,47.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 16:40:00,,6286.00,1481.00,428.00,194.00,131.00,189.00,50.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 17:40:00,,6293.00,1497.00,428.00,197.00,132.00,192.00,49.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 18:40:00,,6309.00,1506.00,426.00,200.00,136.00,191.00,50.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 19:41:00,,6132.00,1498.00,427.00,207.00,131.00,191.00,51.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 20:41:00,,5919.00,1480.00,421.00,204.00,130.00,189.00,54.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 21:41:00,,5636.00,1444.00,419.00,201.00,130.00,184.00,57.00,27.00,APPROVED
NE: LINCOLN,01/08/2009 22:41:00,,5564.00,1447.00,410.00,200.00,128.00,181.00,57.00,26.00,APPROVED
NE: LINCOLN,01/08/2009 23:42:00,,5563.00,1447.00,410.00,199.00,129.00,182.00,61.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 00:42:00,,5854.00,1455.00,415.00,203.00,131.00,182.00,59.00,28.00,APPROVED
NE: LINCOLN,01/09/2009 01:42:00,,5966.00,1454.00,414.00,200.00,127.00,180.00,57.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 02:42:00,,6118.00,1452.00,412.00,196.00,130.00,183.00,56.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 03:43:00,,6133.00,1444.00,409.00,199.00,129.00,178.00,54.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 04:43:00,,6124.00,1455.00,408.00,197.00,126.00,183.00,54.00,28.00,APPROVED
NE: LINCOLN,01/09/2009 05:43:00,,6094.00,1450.00,410.00,197.00,126.00,178.00,54.00,26.00,APPROVED
NE: LINCOLN,01/09/2009 06:43:00,,6116.00,1459.00,413.00,199.00,129.00,184.00,54.00,29.00,APPROVED
NE: LINCOLN,01/09/2009 07:43:00,,6115.00,1451.00,406.00,199.00,127.00,181.00,56.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 08:44:00,,6028.00,1457.00,410.00,199.00,124.00,179.00,59.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 09:44:00,,5917.00,1457.00,407.00,195.00,126.00,177.00,61.00,28.00,APPROVED
NE: LINCOLN,01/09/2009 10:44:00,,5903.00,1457.00,406.00,197.00,130.00,179.00,58.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 11:44:00,,5987.00,1461.00,416.00,204.00,130.00,182.00,62.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 12:45:00,,6042.00,1476.00,420.00,201.00,131.00,179.00,61.00,29.00,APPROVED
NE: LINCOLN,01/09/2009 13:45:00,,6040.00,1483.00,415.00,204.00,130.00,185.00,56.00,28.00,APPROVED
NE: LINCOLN,01/09/2009 14:45:00,,5955.00,1482.00,417.00,200.00,129.00,183.00,60.00,28.00,APPROVED
NE: LINCOLN,01/09/2009 14:50:00,,5845.00,1487.00,410.00,197.00,134.00,187.00,60.00,28.00,APPROVED
NE: LINCOLN,01/09/2009 16:04:00,,5071.00,1378.00,381.00,188.00,121.00,166.00,60.00,24.00,APPROVED
NE: LINCOLN,01/09/2009 17:04:00,,4880.00,1406.00,390.00,196.00,125.00,172.00,66.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 18:05:00,,5004.00,1387.00,397.00,195.00,126.00,169.00,66.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 19:05:00,,5025.00,1369.00,393.00,195.00,124.00,170.00,65.00,25.00,APPROVED
NE: LINCOLN,01/09/2009 20:05:00,,5317.00,1365.00,382.00,189.00,123.00,167.00,63.00,27.00,APPROVED
NE: LINCOLN,01/09/2009 21:05:00,,5638.00,1356.00,383.00,187.00,123.00,166.00,58.00,24.00,APPROVED
NE: LINCOLN,01/09/2009 22:06:00,,5948.00,1359.00,380.00,183.00,123.00,171.00,53.00,25.00,APPROVED
NE: LINCOLN,01/09/2009 23:06:00,,6092.00,1356.00,380.00,179.00,120.00,173.00,47.00,25.00,APPROVED
NE: LINCOLN,01/10/2009 00:06:00,,6238.00,1435.00,403.00,192.00,129.00,183.00,48.00,27.00,APPROVED
NE: LINCOLN,01/10/2009 01:06:00,,6663.00,1745.00,499.00,229.00,147.00,217.00,60.00,28.00,APPROVED
NE: LINCOLN,01/10/2009 02:06:00,,6888.00,1855.00,549.00,245.00,156.00,227.00,63.00,30.00,APPROVED
NE: LINCOLN,01/10/2009 03:07:00,,6897.00,1808.00,535.00,244.00,152.00,224.00,63.00,30.00,APPROVED
NE: LINCOLN,01/10/2009 04:07:00,,6674.00,1613.00,471.00,218.00,138.00,201.00,56.00,28.00,APPROVED
NE: LINCOLN,01/10/2009 05:07:00,,6554.00,1518.00,433.00,205.00,133.00,194.00,54.00,27.00,APPROVED
NE: LINCOLN,01/10/2009 06:07:00,,6334.00,1368.00,396.00,188.00,122.00,181.00,45.00,25.00,APPROVED
NE: LINCOLN,01/10/2009 07:08:00,,6385.00,1326.00,377.00,177.00,119.00,171.00,43.00,25.00,APPROVED
NE: LINCOLN,01/10/2009 08:08:00,,6425.00,1301.00,373.00,171.00,115.00,166.00,42.00,25.00,APPROVED
NE: LINCOLN,01/10/2009 09:08:00,,6576.00,1281.00,361.00,172.00,118.00,163.00,42.00,25.00,APPROVED
NE: LINCOLN,01/10/2009 10:08:00,,6598.00,1274.00,357.00,172.00,117.00,162.00,44.00,23.00,APPROVED
NE: LINCOLN,01/10/2009 11:08:00,,6674.00,1282.00,363.00,171.00,115.00,166.00,42.00,24.00,APPROVED
NE: LINCOLN,01/10/2009 12:09:00,,6779.00,1288.00,362.00,171.00,115.00,161.00,41.00,24.00,APPROVED
NE: LINCOLN,01/10/2009 13:09:00,,6903.00,1286.00,359.00,171.00,113.00,163.00,43.00,24.00,APPROVED
NE: LINCOLN,01/10/2009 14:09:00,,6858.00,1277.00,360.00,171.00,112.00,162.00,41.00,24.00,APPROVED
NE: LINCOLN,01/10/2009 15:09:00,,6619.00,1264.00,352.00,166.00,113.00,161.00,39.00,24.00,APPROVED
NE: LINCOLN,01/10/2009 16:10:00,,6338.00,1254.00,358.00,165.00,111.00,162.00,38.00,23.00,APPROVED
NE: LINCOLN,01/10/2009 17:10:00,,6146.00,1259.00,357.00,166.00,114.00,162.00,37.00,25.00,APPROVED
NE: LINCOLN,01/10/2009 18:10:00,,5961.00,1262.00,355.00,164.00,114.00,159.00,37.00,24.00,APPROVED
NE: LINCOLN,01/10/2009 19:10:00,,5907.00,1258.00,354.00,167.00,112.00,160.00,38.00,25.00,APPROVED
NE: LINCOLN,01/10/2009 20:11:00,,5691.00,1247.00,354.00,165.00,115.00,159.00,39.00,25.00,APPROVED
NE: LINCOLN,01/10/2009 21:11:00,,5619.00,1245.00,350.00,166.00,109.00,159.00,40.00,24.00,APPROVED
NE: LINCOLN,01/10/2009 22:11:00,,5674.00,1229.00,344.00,164.00,113.00,159.00,37.00,23.00,APPROVED
NE: LINCOLN,01/10/2009 23:11:00,,5902.00,1224.00,346.00,163.00,110.00,158.00,34.00,24.00,APPROVED
NE: LINCOLN,01/11/2009 00:11:00,,6192.00,1252.00,346.00,167.00,113.00,147.00,60.00,24.00,APPROVED
NE: LINCOLN,01/11/2009 01:12:00,,6271.00,1302.00,351.00,182.00,115.00,140.00,88.00,26.00,APPROVED
NE: LINCOLN,01/11/2009 02:12:00,,6156.00,1296.00,356.00,181.00,116.00,141.00,86.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 03:12:00,,5825.00,1248.00,346.00,171.00,113.00,155.00,49.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 04:12:00,,5972.00,1240.00,349.00,165.00,112.00,162.00,38.00,24.00,APPROVED
NE: LINCOLN,01/11/2009 05:13:00,,5948.00,1249.00,355.00,163.00,111.00,157.00,37.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 06:13:00,,5959.00,1282.00,361.00,167.00,115.00,161.00,37.00,24.00,APPROVED
NE: LINCOLN,01/11/2009 07:13:00,,5993.00,1289.00,368.00,171.00,116.00,165.00,38.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 08:13:00,,6041.00,1323.00,374.00,172.00,118.00,167.00,38.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 09:13:00,,6055.00,1315.00,378.00,172.00,118.00,163.00,40.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 10:14:00,,6051.00,1325.00,375.00,173.00,120.00,168.00,40.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 11:14:00,,6038.00,1309.00,373.00,173.00,117.00,167.00,39.00,26.00,APPROVED
NE: LINCOLN,01/11/2009 12:14:00,,5977.00,1297.00,370.00,170.00,114.00,164.00,39.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 13:14:00,,5930.00,1291.00,365.00,170.00,116.00,164.00,39.00,24.00,APPROVED
NE: LINCOLN,01/11/2009 14:15:00,,5877.00,1281.00,358.00,167.00,114.00,162.00,38.00,25.00,APPROVED
NE: LINCOLN,01/11/2009 15:15:00,,5859.00,1274.00,356.00,169.00,115.00,163.00,38.00,24.00,APPROVED
NE: LINCOLN,01/11/2009 16:15:00,,5711.00,1291.00,362.00,172.00,115.00,163.00,43.00,24.00,APPROVED
NE: LINCOLN,01/11/2009 17:15:00,,5188.00,1307.00,368.00,174.00,119.00,163.00,52.00,26.00,APPROVED
NE: LINCOLN,01/11/2009 18:16:00,,4864.00,1324.00,372.00,183.00,117.00,164.00,59.00,24.00,APPROVED
NE: LINCOLN,01/11/2009 19:16:00,,4830.00,1320.00,369.00,185.00,120.00,159.00,62.00,26.00,APPROVED
NE: LINCOLN,01/11/2009 20:16:00,,4751.00,1311.00,375.00,181.00,117.00,160.00,62.00,26.00,APPROVED
NE: LINCOLN,01/11/2009 21:16:00,,4696.00,1315.00,372.00,187.00,119.00,158.00,63.00,26.00,APPROVED
NE: LINCOLN,01/11/2009 22:16:00,,5056.00,1312.00,373.00,182.00,120.00,162.00,63.00,27.00,APPROVED
NE: LINCOLN,01/11/2009 23:17:00,,5174.00,1293.00,368.00,178.00,119.00,161.00,57.00,25.00,APPROVED
